with_gt	judge	method	dataset	subset	seeds	n_preds	n_test	n_missing	n_null_step	step_acc	agent_acc	agent_acc_substring	family	train_seed
False	qwen3.5-9b	oat.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.42735042735042733	0.702991452991453	0.702991452991453	oat	42
False	qwen3.5-9b	oat.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.4396003633060854	0.6448683015440508	0.6448683015440508	oat	42
False	qwen3.5-9b	oat.s42	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.14728682170542637	0.4883720930232558	0.4883720930232558	oat	42
False	qwen3.5-9b	oat.s42	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.19565217391304346	0.6014492753623188	0.6014492753623188	oat	42
False	qwen3.5-9b	oat.s42	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.14814814814814814	0.41269841269841273	0.41269841269841273	oat	42
False	qwen3.5-9b	oat.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.09195402298850575	0.5402298850574713	0.5402298850574713	oat	42
False	qwen3.5-9b	oat.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.8355263157894738	0.8574561403508772	0.8574561403508772	oat	43
False	qwen3.5-9b	oat.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5733333333333334	0.7200000000000001	0.7200000000000001	oat	43
False	qwen3.5-9b	oat.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.44405997693194926	0.7128027681660901	0.7128027681660901	oat	43
False	qwen3.5-9b	oat.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5063291139240507	0.5105485232067511	0.5105485232067511	oat	43
False	qwen3.5-9b	oat.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7318840579710145	0.7971014492753623	0.7971014492753623	oat	43
False	qwen3.5-9b	oat.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.42735042735042733	0.6923076923076924	0.6923076923076924	oat	43
False	qwen3.5-9b	oat.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.4250681198910082	0.6457765667574932	0.6457765667574932	oat	43
False	qwen3.5-9b	oat.s43	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.13953488372093023	0.49612403100775193	0.49612403100775193	oat	43
False	qwen3.5-9b	oat.s43	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.1884057971014493	0.6231884057971014	0.6231884057971014	oat	43
False	qwen3.5-9b	oat.s43	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.15873015873015872	0.3862433862433862	0.3862433862433862	oat	43
False	qwen3.5-9b	oat.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.09195402298850575	0.47126436781609193	0.47126436781609193	oat	43
False	qwen3.5-9b	oat.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.837719298245614	0.8574561403508771	0.8574561403508771	oat	44
False	qwen3.5-9b	oat.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.56	0.7200000000000001	0.7200000000000001	oat	44
False	qwen3.5-9b	oat.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.44982698961937717	0.7128027681660899	0.7128027681660899	oat	44
False	qwen3.5-9b	oat.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5105485232067511	0.5232067510548523	0.5232067510548523	oat	44
False	qwen3.5-9b	oat.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7246376811594203	0.7971014492753623	0.7971014492753623	oat	44
False	qwen3.5-9b	oat.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.42948717948717946	0.6987179487179488	0.6987179487179488	oat	44
False	qwen3.5-9b	oat.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.43142597638510444	0.6385104450499547	0.6385104450499547	oat	44
False	qwen3.5-9b	oat.s44	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.1627906976744186	0.5038759689922481	0.5038759689922481	oat	44
False	qwen3.5-9b	oat.s44	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.1884057971014493	0.6594202898550724	0.6594202898550724	oat	44
False	qwen3.5-9b	oat.s44	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.15873015873015872	0.4021164021164021	0.4021164021164021	oat	44
False	qwen3.5-9b	oat.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1149425287356322	0.5632183908045977	0.5632183908045977	oat	44
False	qwen3.5-9b	oat.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.8442982456140351	0.8442982456140351	oat	45
False	qwen3.5-9b	oat.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.56	0.7200000000000001	0.7200000000000001	oat	45
False	qwen3.5-9b	oat.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4567474048442907	0.7162629757785467	0.7162629757785467	oat	45
False	qwen3.5-9b	oat.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5358649789029536	0.5358649789029536	0.5358649789029536	oat	45
False	qwen3.5-9b	oat.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7173913043478262	0.7898550724637682	0.7898550724637682	oat	45
False	qwen3.5-9b	oat.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.42735042735042733	0.7051282051282052	0.7051282051282052	oat	45
False	qwen3.5-9b	oat.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.43869209809264303	0.6403269754768393	0.6403269754768393	oat	45
False	qwen3.5-9b	oat.s45	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.17054263565891473	0.4186046511627907	0.4186046511627907	oat	45
False	qwen3.5-9b	oat.s45	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.19565217391304346	0.6159420289855072	0.6159420289855072	oat	45
False	qwen3.5-9b	oat.s45	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.17989417989417988	0.41269841269841273	0.41269841269841273	oat	45
False	qwen3.5-9b	oat.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1149425287356322	0.5402298850574713	0.5402298850574713	oat	45
False	qwen3.5-9b	oat.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.8289473684210527	0.850877192982456	0.850877192982456	oat	46
False	qwen3.5-9b	oat.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.6	0.7333333333333334	0.7333333333333334	oat	46
False	qwen3.5-9b	oat.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4486735870818916	0.7081891580161477	0.7081891580161477	oat	46
False	qwen3.5-9b	oat.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.48523206751054854	0.5147679324894515	0.5147679324894515	oat	46
False	qwen3.5-9b	oat.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7391304347826088	0.8188405797101449	0.8188405797101449	oat	46
False	qwen3.5-9b	oat.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.4337606837606838	0.7008547008547009	0.7008547008547009	oat	46
False	qwen3.5-9b	oat.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.42779291553133514	0.6430517711171663	0.6430517711171663	oat	46
False	qwen3.5-9b	oat.s46	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.14728682170542637	0.42635658914728686	0.42635658914728686	oat	46
False	qwen3.5-9b	oat.s46	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.17391304347826086	0.6014492753623188	0.6014492753623188	oat	46
False	qwen3.5-9b	oat.s46	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.19047619047619047	0.41269841269841273	0.41269841269841273	oat	46
False	qwen3.5-9b	oat.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.09195402298850575	0.5402298850574713	0.5402298850574713	oat	46
False	qwen3.5-9b	stepfinder.s42	correct-error	arc	17,18,19	304	152.0	0	0.0	0.5416666666666666	0.6513157894736842	0.6513157894736842	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.27999999999999997	0.6666666666666666	0.6666666666666666	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.25259515570934254	0.6943483275663206	0.6943483275663206	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	math500	17,18,19	157	79.0	0	0.0	0.3544303797468355	0.459915611814346	0.459915611814346	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.39855072463768115	0.6086956521739131	0.6086956521739131	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.23076923076923075	0.69017094017094	0.69017094017094	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.18982742960944596	0.6884650317892825	0.6884650317892825	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.17829457364341084	0.4728682170542636	0.4728682170542636	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.09420289855072463	0.6014492753623188	0.6014492753623188	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.1693121693121693	0.3439153439153439	0.3439153439153439	stepfinder	42
False	qwen3.5-9b	stepfinder.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.16091954022988506	0.3448275862068966	0.3448275862068966	stepfinder	42
False	qwen3.5-9b	stepfinder.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.3508771929824561	0.4605263157894737	0.4605263157894737	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.32	0.7333333333333334	0.7333333333333334	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.18339100346020762	0.6632064590542099	0.6632064590542099	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.4219409282700422	0.5316455696202532	0.5316455696202532	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.38405797101449274	0.572463768115942	0.572463768115942	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.15384615384615385	0.5854700854700855	0.5854700854700855	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.12261580381471389	0.6884650317892825	0.6884650317892825	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.2170542635658915	0.5426356589147286	0.5426356589147286	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.043478260869565216	0.5144927536231884	0.5144927536231884	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.13756613756613756	0.4444444444444444	0.4444444444444444	stepfinder	43
False	qwen3.5-9b	stepfinder.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.10344827586206896	0.3563218390804597	0.3563218390804597	stepfinder	43
False	qwen3.5-9b	stepfinder.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.6864035087719298	0.7521929824561404	0.7521929824561404	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5733333333333334	0.7200000000000001	0.7200000000000001	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.28604382929642447	0.6551326412918108	0.6551326412918108	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5485232067510548	0.5611814345991561	0.5611814345991561	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.5507246376811594	0.717391304347826	0.717391304347826	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.21153846153846154	0.5811965811965812	0.5811965811965812	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.1907356948228883	0.6884650317892825	0.6884650317892825	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.11627906976744186	0.3875968992248062	0.3875968992248062	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.07246376811594203	0.5942028985507246	0.5942028985507246	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.14814814814814814	0.3386243386243386	0.3386243386243386	stepfinder	44
False	qwen3.5-9b	stepfinder.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.19540229885057472	0.4597701149425288	0.4597701149425288	stepfinder	44
False	qwen3.5-9b	stepfinder.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.18640350877192982	0.27850877192982454	0.27850877192982454	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.09333333333333332	0.52	0.52	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.11649365628604384	0.6447520184544406	0.6447520184544406	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.15611814345991562	0.18987341772151897	0.18987341772151897	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.10144927536231885	0.2753623188405797	0.2753623188405797	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.0811965811965812	0.6025641025641025	0.6025641025641025	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.07266121707538602	0.6766575840145322	0.6766575840145322	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.20930232558139536	0.49612403100775193	0.49612403100775193	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.07971014492753624	0.6304347826086957	0.6304347826086957	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.12698412698412698	0.3862433862433862	0.3862433862433862	stepfinder	45
False	qwen3.5-9b	stepfinder.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.0574712643678161	0.3333333333333333	0.3333333333333333	stepfinder	45
False	qwen3.5-9b	stepfinder.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.5109649122807017	0.6008771929824562	0.6008771929824562	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.36000000000000004	0.7066666666666667	0.7066666666666667	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.23298731257208768	0.6712802768166091	0.6712802768166091	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.4767932489451477	0.5232067510548523	0.5232067510548523	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.4710144927536232	0.6449275362318841	0.6449275362318841	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.235042735042735	0.6025641025641025	0.6025641025641025	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.18528610354223432	0.7029972752043596	0.7029972752043596	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	traceelephant	captain	22,23,24	85	43.0	0	0.0	0.1937984496124031	0.4883720930232558	0.4883720930232558	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	traceelephant	magentic	15,16,17	91	46.0	0	0.0	0.043478260869565216	0.5507246376811594	0.5507246376811594	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	ww	algorithm-generated	3,4,5	126	63.0	0	0.0	0.21164021164021163	0.4497354497354497	0.4497354497354497	stepfinder	46
False	qwen3.5-9b	stepfinder.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.14942528735632185	0.3563218390804597	0.3563218390804597	stepfinder	46
True	deepseek-8b	oat.s42	correct-error	arc	17,18,19	304	152.0	0	0.0	0.8289473684210527	0.8399122807017543	0.8399122807017543	oat	42
True	deepseek-8b	oat.s42	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5066666666666667	0.7200000000000001	0.7200000000000001	oat	42
True	deepseek-8b	oat.s42	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4129181084198385	0.7035755478662052	0.7035755478662052	oat	42
True	deepseek-8b	oat.s42	correct-error	math500	17,18,19	157	79.0	0	0.0	0.510548523206751	0.5232067510548523	0.5232067510548523	oat	42
True	deepseek-8b	oat.s42	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7028985507246377	0.8260869565217391	0.8260869565217391	oat	42
True	deepseek-8b	oat.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.34188034188034183	0.6752136752136751	0.6752136752136751	oat	42
True	deepseek-8b	oat.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.36603088101725706	0.5967302452316076	0.5967302452316076	oat	42
True	deepseek-8b	oat.s42	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.20155038759689922	0.5348837209302325	0.5348837209302325	oat	42
True	deepseek-8b	oat.s42	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.16666666666666666	0.6811594202898551	0.6811594202898551	oat	42
True	deepseek-8b	oat.s42	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.19576719576719573	0.4761904761904762	0.4761904761904762	oat	42
True	deepseek-8b	oat.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1839080459770115	0.5747126436781609	0.5747126436781609	oat	42
True	deepseek-8b	oat.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.8486842105263158	0.8486842105263158	oat	43
True	deepseek-8b	oat.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5066666666666667	0.7200000000000001	0.7200000000000001	oat	43
True	deepseek-8b	oat.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4140715109573241	0.7035755478662052	0.7035755478662052	oat	43
True	deepseek-8b	oat.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5274261603375527	0.5232067510548523	0.5232067510548523	oat	43
True	deepseek-8b	oat.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.6739130434782609	0.8115942028985508	0.8115942028985508	oat	43
True	deepseek-8b	oat.s43	correct-error	musique	17,18,19	312	156.0	0	0.0	0.3525641025641026	0.6452991452991453	0.6452991452991453	oat	43
True	deepseek-8b	oat.s43	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.3723887375113533	0.5903723887375113	0.5903723887375113	oat	43
True	deepseek-8b	oat.s43	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1937984496124031	0.5193798449612403	0.5193798449612403	oat	43
True	deepseek-8b	oat.s43	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.13768115942028986	0.6739130434782609	0.6739130434782609	oat	43
True	deepseek-8b	oat.s43	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.20634920634920637	0.43915343915343913	0.43915343915343913	oat	43
True	deepseek-8b	oat.s43	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.14942528735632185	0.5632183908045977	0.5632183908045977	oat	43
True	deepseek-8b	oat.s44	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.8442982456140351	0.8442982456140351	oat	44
True	deepseek-8b	oat.s44	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.5066666666666667	0.7200000000000001	0.7200000000000001	oat	44
True	deepseek-8b	oat.s44	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.41522491349480967	0.6943483275663206	0.6943483275663206	oat	44
True	deepseek-8b	oat.s44	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5063291139240507	0.5063291139240507	0.5063291139240507	oat	44
True	deepseek-8b	oat.s44	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7101449275362319	0.8188405797101449	0.8188405797101449	oat	44
True	deepseek-8b	oat.s44	correct-error	musique	17,18,19	312	156.0	0	0.0	0.3782051282051282	0.6880341880341879	0.6880341880341879	oat	44
True	deepseek-8b	oat.s44	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.3787465940054496	0.6039963669391463	0.6039963669391463	oat	44
True	deepseek-8b	oat.s44	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1550387596899225	0.49612403100775193	0.49612403100775193	oat	44
True	deepseek-8b	oat.s44	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.13043478260869565	0.6666666666666666	0.6666666666666666	oat	44
True	deepseek-8b	oat.s44	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.2222222222222222	0.48148148148148145	0.48148148148148145	oat	44
True	deepseek-8b	oat.s44	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1839080459770115	0.5287356321839081	0.5287356321839081	oat	44
True	deepseek-8b	oat.s45	correct-error	arc	17,18,19	304	152.0	0	0.0	0.8399122807017544	0.8552631578947368	0.8552631578947368	oat	45
True	deepseek-8b	oat.s45	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.49333333333333335	0.7200000000000001	0.7200000000000001	oat	45
True	deepseek-8b	oat.s45	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.4175317185697809	0.7024221453287197	0.7024221453287197	oat	45
True	deepseek-8b	oat.s45	correct-error	math500	17,18,19	157	79.0	0	0.0	0.5063291139240507	0.510548523206751	0.510548523206751	oat	45
True	deepseek-8b	oat.s45	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.7101449275362319	0.8115942028985508	0.8115942028985508	oat	45
True	deepseek-8b	oat.s45	correct-error	musique	17,18,19	312	156.0	0	0.0	0.34401709401709407	0.673076923076923	0.673076923076923	oat	45
True	deepseek-8b	oat.s45	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.3533151680290645	0.5803814713896457	0.5803814713896457	oat	45
True	deepseek-8b	oat.s45	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1627906976744186	0.5271317829457365	0.5271317829457365	oat	45
True	deepseek-8b	oat.s45	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.12318840579710144	0.6811594202898551	0.6811594202898551	oat	45
True	deepseek-8b	oat.s45	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.20634920634920637	0.4603174603174603	0.4603174603174603	oat	45
True	deepseek-8b	oat.s45	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.16091954022988506	0.6206896551724138	0.6206896551724138	oat	45
True	deepseek-8b	oat.s46	correct-error	arc	17,18,19	304	152.0	0	0.0	0.831140350877193	0.8574561403508772	0.8574561403508772	oat	46
True	deepseek-8b	oat.s46	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.44	0.7066666666666667	0.7066666666666667	oat	46
True	deepseek-8b	oat.s46	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.3979238754325259	0.6920415224913494	0.6920415224913494	oat	46
True	deepseek-8b	oat.s46	correct-error	math500	17,18,19	157	79.0	0	0.0	0.510548523206751	0.510548523206751	0.510548523206751	oat	46
True	deepseek-8b	oat.s46	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.6884057971014492	0.8115942028985508	0.8115942028985508	oat	46
True	deepseek-8b	oat.s46	correct-error	musique	17,18,19	312	156.0	0	0.0	0.3653846153846154	0.6709401709401709	0.6709401709401709	oat	46
True	deepseek-8b	oat.s46	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.3651226158038147	0.5812897366030881	0.5812897366030881	oat	46
True	deepseek-8b	oat.s46	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.1937984496124031	0.5116279069767442	0.5116279069767442	oat	46
True	deepseek-8b	oat.s46	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.13043478260869565	0.6811594202898551	0.6811594202898551	oat	46
True	deepseek-8b	oat.s46	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.21164021164021163	0.4656084656084656	0.4656084656084656	oat	46
True	deepseek-8b	oat.s46	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1724137931034483	0.5402298850574713	0.5402298850574713	oat	46
True	deepseek-8b	stepfinder.s42	correct-error	arc	17,18,19	304	152.0	0	0.0	0.456140350877193	0.5767543859649122	0.5767543859649122	stepfinder	42
True	deepseek-8b	stepfinder.s42	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.22666666666666668	0.5866666666666667	0.5866666666666667	stepfinder	42
True	deepseek-8b	stepfinder.s42	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.104959630911188	0.6897347174163784	0.6897347174163784	stepfinder	42
True	deepseek-8b	stepfinder.s42	correct-error	math500	17,18,19	157	79.0	0	0.0	0.13502109704641352	0.27848101265822783	0.27848101265822783	stepfinder	42
True	deepseek-8b	stepfinder.s42	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.3695652173913044	0.5652173913043478	0.5652173913043478	stepfinder	42
True	deepseek-8b	stepfinder.s42	correct-error	musique	17,18,19	312	156.0	0	0.0	0.09401709401709402	0.6965811965811967	0.6965811965811967	stepfinder	42
True	deepseek-8b	stepfinder.s42	correct-error	wikimqa	17,18,19	733	367.0	0	0.0	0.05631244323342416	0.6830154405086285	0.6830154405086285	stepfinder	42
True	deepseek-8b	stepfinder.s42	traceelephant	captain	2,3,4	85	43.0	0	0.0	0.2170542635658915	0.5581395348837209	0.5581395348837209	stepfinder	42
True	deepseek-8b	stepfinder.s42	traceelephant	magentic	9,10,11	91	46.0	0	0.0	0.07971014492753624	0.6666666666666666	0.6666666666666666	stepfinder	42
True	deepseek-8b	stepfinder.s42	ww	algorithm-generated	38,39,40	126	63.0	0	0.0	0.2169312169312169	0.42857142857142855	0.42857142857142855	stepfinder	42
True	deepseek-8b	stepfinder.s42	ww	hand-crafted	13,14,15	58	29.0	0	0.0	0.1149425287356322	0.37931034482758624	0.37931034482758624	stepfinder	42
True	deepseek-8b	stepfinder.s43	correct-error	arc	17,18,19	304	152.0	0	0.0	0.17763157894736845	0.27850877192982454	0.27850877192982454	stepfinder	43
True	deepseek-8b	stepfinder.s43	correct-error	gaia	17,18,19	50	25.0	0	0.0	0.10666666666666667	0.4266666666666667	0.4266666666666667	stepfinder	43
True	deepseek-8b	stepfinder.s43	correct-error	hotpot	17,18,19	578	289.0	0	0.0	0.1707035755478662	0.5916955017301038	0.5916955017301038	stepfinder	43
True	deepseek-8b	stepfinder.s43	correct-error	math500	17,18,19	157	79.0	0	0.0	0.1729957805907173	0.21518987341772153	0.21518987341772153	stepfinder	43
True	deepseek-8b	stepfinder.s43	correct-error	mmlu_pro	17,18,19	92	46.0	0	0.0	0.1956521739130435	0.3695652173913044	0.3695652173913044	stepfinder	43
